축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제천의병제,구동명초부지,2019-10-11,2019-10-12,의병제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2020-02-28,4400000,충청북도 제천시
제천국제음악영화제,"시내일원,청풍면,의림지",2019-08-08,2019-08-13,음악영화제,제천국제음악영화제집행위원회,제천국제음악영화제집행위원회,제천시,043-646-2242,www.jimff.org,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2020-02-28,4400000,충청북도 제천시
청풍호벚꽃축제,청풍면,2019-04-06,2019-04-08,벚꽃축제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2020-02-28,4400000,충청북도 제천시
봉산도예전,봉산문화거리,2014-04-11,2014-04-17,도예전시 및 부대행사,봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길,대구광역시 중구 봉산동,35.863797,128.596776,2019-06-20,3410000,대구광역시 중구
정월대보름달맞이축제,신천변 생활체육광장,2014-02-14,2014-02-14,"달집태우기, 민속놀이, 먹거리 등",민주평화통일자문회의중구지회,대구광역시 중구,대구광역시 중구,053-661-2631,,,대구광역시 중구 국채보상로139길,대구광역시 중구 동인동2가,35.869360,128.606226,2019-06-20,3410000,대구광역시 중구
대구화교중화문화축제,종로 화교소학교 및 화교거리,2013-10-18,2013-10-18,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 종로,대구광역시 중구 남일동,35.868911,128.592136,2019-06-20,3410000,대구광역시 중구
중구미술협회전,봉산문화회관 전시실,2013-10-15,2013-10-21,중구미술협회작가 전시,중구미술협회,중구미술협회,대구광역시 중구,053-661-2177,,,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.863373,128.5965656587,2019-06-20,3410000,대구광역시 중구
도솔산지구전투 전승행사,레포츠공원일원,2019-06-15,2019-06-15,"기념식, 추모식 및 전적지순례, 공연·전시 및 체험행사",도솔산전적문화제 집행위원회,"(사)양구군축제위원회, 해병대전우회중앙회, 해병대사령부","국방부, 국가보훈처, 노도부대, 백두산부대",033-480-2230,http://ygfestival.kr/,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399,38.1063243998,127.981517,2019-09-10,4320000,강원도 양구군
곰취축제,레포츠공원일원,2019-05-04,2019-05-06,"곰취 현장채취체험, 곰취 떡메치기, 맨손물고기잡기, 양구산채 홍보 및 전시, 판매 및 먹거리 등",곰취축제집행위원회,(사)양구군축제위원회,"강원도, 양구군, 농협중앙회양구군지부, 양구농협, 임당우체국, 2사단, 21사단, 유관기관단체 등",033-480-2230,http://ygfestival.kr/,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399,38.1063243998,127.981517,2019-09-10,4320000,강원도 양구군
동성로축제,동성로 야외무대,2012-05-18,2012-05-20,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2177,,,대구광역시 중구 동성로,"대구광역시 중구 동성로2,3가",35.869181,128.595424,2019-06-20,3410000,대구광역시 중구
「제35회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2012-05-02,2012-05-06,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
인제빙어축제,강원도 인제군 남면 부평리 빙어호,2019-01-26,2019-02-03,"축제행사, 빙어낚시, 체험, 특산품 판매, 공연",(재)인제군문화재단,(재)인제군문화재단,인제군,033-460-8971,http://www.injefestival.co.kr/,,강원도 인제군 남면 모루박길 17-46,강원도 인제군 남면 부평리 82-1,37.9880899587,128.0955517185,2019-09-03,4330000,강원도 인제군
진동계곡산나물축제,강원도 인제군 기린면 진동리 농촌체험학교,2019-05-18,2019-05-19,"공연행사, 체험행사, 특산품 판매",진동계곡산나물축제 추진위원회,진동계곡산나물축제 추진위원회,인제군,033-460-2082,http://www.jindongri.com,,강원도 인제군 기린면 조침령로 1061,강원도 인제군 기린면 진동리 662,37.9640042,128.4051257,2019-09-03,4330000,강원도 인제군
황태축제,강원도 인제군 북면 용대3리 용대삼거리,2019-06-06,2019-06-09,"공연행사, 체험행사, 특산품 판매","황태축제위원회, 용대황태연합회",용대3리 황태마을,인제군,033-462-4808,http://www.yongdaeri.com/5festival/,,강원도 인제군 북면 황태길 372,강원도 인제군 북면 용대리 182,38.2208221,128.3705583,2019-09-03,4330000,강원도 인제군
단종문화제,장릉 및 영월읍 일원,2018-04-27,2018-04-29,"조신시대국장재현, 정순왕후선발대회, 야간칡줄다리기 등",영월문화재단,강원도 영월군,"문화체육관광부, 강원도, 강원랜드",033-375-6353,http://www.ywcf.com/,"장릉, 청령포, 단종, 동강둔치, 국장",강원도 영월군 영월읍 단종로 24,강원도 영월군 영월읍 영흥리 961-2,37.186184,128.168447,2018-08-22,4270000,강원도 영월군
계룡산산신제,계룡면 양화리 신원사일원,2017-04-12,2017-04-16,"유.불.무가식 산신제,점사체험, 기체험, 다양한 무대공연 등",계룡산산신제보존회,공주시,,041-840-8093,,,충청남도 공주시 계룡면 보목고개로 393,충청남도 공주시 계룡면 양화리 165-1,36.333638,127.177107,2019-09-25,4500000,충청남도 공주시
공주 석장리 구석기축제,석장리박물관,2017-05-03,2017-05-07,구석기문화 체험,공주석장리구석기축제조직위원회,공주시,,041-840-8090,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.4479522117,127.1875895033,2019-09-25,4500000,충청남도 공주시
송호해변여름축제,송호해수욕장,2019-07-27,2019-07-27,"여름음악회, 불꽃축제, 체험행사 등",㈜파라,해남군,해남군,061-530-5157,,,전라남도 해남군 송지면 땅끝해안로 1813,전라남도 해남군 송지면 송호리 914-5,34.3156869,126.5190115,2019-06-10,4930000,전라남도 해남군
땅끝수국축제,포레스트수목원,2019-06-06,2019-07-14,"100여희귀품종, 수국사진공모전 등",포레스트수목원,포레스트 수목원,해남군,061-533-7220,www.4est수목원.com,,전라남도 해남군 현산면 봉동길 232-118,전라남도 해남군 현산면 황산리 산1-39,34.4532113934,126.595501382,2019-06-10,4930000,전라남도 해남군
연호보리축제,냔냔이농원,2019-04-27,2019-05-04,"보리밭체험, 문화탐방, 참여마당, 놀이마당, 나만의 인생샷 포토존, 무대공연, 솟대만들기",연호마을축제위원회,연호마을축제위원회,해남군,061-535-1092,www.haenam.go.kr,,전라남도 해남군 황산면 원금길 162-51,전라남도 해남군 황산면 연호리 482-2,34.5986902,126.4914101,2019-06-10,4930000,전라남도 해남군
흑석산 철쭉제,가학산자연휴양림,2019-04-19,2019-04-20,"산신제, 어린이체험, 산행, 농산물홍보 등",흑석산철쭉제추진위원회,흑석산철쭉제추진위원회,해남군,061-531-3362,www.haenam.go.kr,,전라남도 해남군 계곡면 산골길 306,전라남도 해남군 계곡면 가학리 산1,34.671543,126.6161037,2019-06-10,4930000,전라남도 해남군
달마고도 걷기축제,미황사일원,2019-03-30,2019-03-30,"달마고도순례길걷기, 무대행사, 체험등",전라남도 해남군,전라남도 해남군,미황사,061-530-5159,www.haenam.go.kr,,전라남도 해남군 송지면 미황사길 164,전라남도 해남군 송지면 서정리 1,34.3827629,126.5776828,2019-06-10,4930000,전라남도 해남군
땅끝매화축제,보해매실농원,2019-03-15,2019-03-16,"매화향기(공연), 매화포토존, 체험 등",땅끝매화축체추진위원회,땅끝매화축체추진위원회,"해남군, 보해양조",061-531-3512,www.haenam.go.kr,,전라남도 해남군 산이면 예덕길 125-89,전라남도 해남군 산이면 예정리 56-10,34.6243948,126.463392,2019-06-10,4930000,전라남도 해남군
설문대할망 페스티벌 2019,제주돌문화공원 및 제주도 일원,2019-05-01,2019-05-31,제주도 대표 창조 설화인 설문대할망을 기리고 세계적인 문화행사로의  발전을 위한 祭 행사 및 부대행사 개최,제주돌문화공원,제주돌문화공원,,064-710-7731,,,제주특별자치도 제주시 조천읍 남조로 2023,,33.4486627,126.6589493,2019-06-17,6500000,제주특별자치도
한라산청정고사리축제,남원읍 국가태풍센터 서측,2019-04-27,2019-04-28,생명이 움트는 청정 남원읍의 자연과 함께 즐기는 한라산청정 고사리 축제,남원읍 축제위원회,서귀포시 남원읍,,064-760-4182,http://www.jejugosari.net/,,제주특별자치도 서귀포시 남원읍 서성로 788,,33.3300626,126.6774032,2019-06-17,6500000,제주특별자치도
2019 제주 봄여행주간,제주도 일원,2019-04-27,2019-05-12,제주에서 봄빛 담아가기. 제주에코파티,문화체육관광부. 한국관광공사. 제주특별자치도. 제주관광공사,문화체육관광부. 한국관광공사. 제주특별자치도. 제주관광공사,,1577-2296,,,제주특별자치도 제주시 선덕로 23(연동),,33.4863166,126.4990979,2019-06-17,6500000,제주특별자치도
자라섬 국제재즈페스티벌,가평읍 읍내리 자라섬 일원,2019-10-04,2019-10-06,"재즈공연, 전시 및 체험, 먹거리 등",(사)자라섬청소년재즈센터,(사)자라섬청소년재즈센터,,031-581-2813,https://www.facebook.com/jarasumjazz,"남이섬, 쁘띠프랑스, 아침고요수목원 등",경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산7,37.8209476,127.5208644,2019-09-17,4160000,경기도 가평군
문광은행나무마을축제,문광면 양곡저수지 일대,2018-10-20,2018-10-20,"은행굽기, 김장체험",은행나무마을축제추진위원회,괴산군,문광면 기관단체 등,043-830-2513,,,충청북도 괴산군 문광면 괴산로양곡5길 113-2,,36.7735206793,127.7424552099,2019-09-16,4460000,충청북도 괴산군
감물감자축제,감물면사무소 일원,2019-06-22,2019-06-22,농특산물(감자) 홍보 및 지역홍보,감물면 축제추진위원회,괴산군,감물면 기관단체 등,043-830-2433,,,충청북도 괴산군 감물면 남양동길 38,,36.8394945130,127.8710462889,2019-09-16,4460000,충청북도 괴산군
괴산올갱이축제,칠성면 둔율마을 일원,2018-08-17,2018-08-19,농특산물(올갱이) 홍보 및 지역홍보,둔율올갱이마을 영농조합법인,괴산군,칠성면 기관단체 등,043-830-3903,,,충청북도 괴산군 칠성면 둔율길 142,,36.7830387501,127.8487773607,2019-09-16,4460000,충청북도 괴산군
수성빛예술제,수성못 일대,2020-12-04,2021-01-10,주민참여 빛작품 전시 등,(재)수성문화재단,(재)수성문화재단,대구광역시 수성구,053-666-2162,http://www.suseong.or.kr,"들안길먹거리타운, 수성랜드, 카페촌",대구광역시 수성구 무학로112(두산동),대구광역시 수성구 두산동 499-4,35.82937671,128.6205781,2020-03-25,3460000,대구광역시 수성구
횡성한우축제,횡서읍 섬강둔치 일원,2020-10-15,2020-10-19,"한우구이터, 발골이벤트, 한우퍼레이드, 스템프투어 등",횡성문화재단,강원도 횡성군청,,033-340-5712,http://www.hscf.or.kr,,강원도 횡성군 횡성읍 문예로 75,강원도 횡성군 횡성읍 읍하리 260,37.4890298223,127.9759575910,2020-03-16,4260000,강원도 횡성군
안흥찐빵축제,주천강 실미교 아래 둔치,2020-10-09,2020-10-11,"안흥찐빵 시식 및 홍보, 농경문화 체험, 먹거리장터운영 등",안흥찐빵축제위원회,강원도 횡성군 안흥면사무소,,033-340-2703,,,강원도 횡성군 안흥면 안흥로 27,강원도 횡성군 안흥면 안흥리 284-11,37.4128112543,128.1561221608,2020-03-16,4260000,강원도 횡성군
용마폭포 문화예술축제,용마폭포공원,2020-10-10,2020-10-11,"클래식, 성악 등 가을 분위기에 어울리는 공연 및 각종 체험행사 등",중랑구,중랑구,서울특별시,02-2094-1824,http://jungnang.go.kr,,서울특별시 중랑구 용마산로 250-12,서울특별시 중랑구 면목동 산 1-4,37.573335,127.089125,2020-02-03,3060000,서울특별시 중랑구
서울장미축제,서울장미공원,2020-05-15,2019-05-30,"장미개화시기에 맞춰 중랑천 둔치, 수림대 공원에서의 특설 무대 공연, 포토존, 조각전 등 5.15km 장미터널을 활용한 서울대표문화축제",중랑구,중랑구,서울특별시,02-2094-1822,http://www.jungnang.go.kr/seoulRose/,,서울특별시 중랑구 중랑천로 332,서울특별시 중랑구 묵동 378,37.6148099,127.073526,2020-02-03,3060000,서울특별시 중랑구
제16회 구리한강 유채꽃 축제,구리한강 시민공원,2016-05-13,2016-05-15,유채꽃 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제15회 구리 코스모스 축제,구리한강 시민공원,2015-10-09,2015-10-11,코스모스 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사+경기문화재단,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제15회 구리한강 유채꽃 축제,구리한강 시민공원,2015-05-08,2015-05-10,유채꽃 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사+경기문화재단,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
홍성남당항 새조개축제,홍성남당항 일원,2019-02-01,2019-02-17,남당항 대표 특산물 축제,남당항 축제추진위원회,남당항 축제추진위원회,,041-630-1227,http://www.hsfestival.co.kr/html/s5_2.html,,충청남도 홍성군 서부면 남당항로 213,,,,2019-09-25,4600000,충청남도 홍성군
광천토굴새우젓광천김축제,광천읍 일원,2018-10-11,2018-10-14,광천읍 특산품인 토굴새우젓과 광천김 축제,광천토굴새우젓광천김대축제추진위원회,광천토굴새우젓광천김대축제추진위원회,,041-630-1227,http://www.hsfestival.co.kr/html/s5_3.html,,충청남도 홍성군 광천읍 광천리 230-2,,36.5009327824,126.6243741588,2019-09-25,4600000,충청남도 홍성군
천안호두축제,광덕쉼터,2019-10-13,2019-10-14,"○ 광덕산 등반대회, 호두사랑노래경연대회, 개폐막공연 등     - 3개분야 10여개 프로그램 ○ 호두 전시 및 농특산물 판매장 운영",천안시호두축제추진위원회(041-521-4701),천안시호두축제추진위원회(041-521-4701),,,,,충청남도 천안시 동남구 광덕면 광덕리 403,,36.6738468825,127.0538804976,2019-05-22,4490000,충청남도 천안시
천안성환배축제,성환문화회관,2019-10-27,2019-10-27,"공연, 전시, 품평회, 판매, 이벤트 등",성환청년회의소(041-581-1771),성환청년회의소(041-581-1771),,,,,충청남도 천안시 서북구 성환읍 성진로 15,,36.9129393679,127.1369271545,2019-05-22,4490000,충청남도 천안시
입장거봉포도축제,입장초등학교운동장,2019-09-09,2019-09-10,"○ 개막식, 폐막식 및     문화공연                                               ○ 거봉가요제, 축하공연                                                            ○부대행사 및 체험행사",입장거봉포도축제추진위원회(041-521-6847),입장거봉포도축제추진위원회(041-521-6847),,,,,충청남도 천안시 서북구 입장면 하장4길 19,,36.9136296118,127.2197586365,2019-05-22,4490000,충청남도 천안시
서리풀페스티벌,서초구 전역,2018-09-08,2018-09-16,문화예술축제,서리풀페스티벌 조직위원회,"서초구, 서초문화재단",서울시 등,02-2155-6228,www.seocho.go.kr,,서울특별시 서초구 남부순환로 2584,서울특별시 서초구 서초동 1376-3,37.483601,127.032662,2018-10-11,3210000,서울특별시 서초구
부여서동연꽃축제,서동공원,2018-07-06,2018-07-15,"연꽃과 서동선화의 사랑이야기를 담은 각종 전시, 공연, 체험 등",부여서동연꽃축제추진위원회,부여군,"문화체육관광부,충청남도,한국관광공사,한국지역진흥재단",041-830-2211,www.부여서동연꽃축제.kr,,충청남도 부여군 부여읍 궁남로 52,충청남도 부여군 부여읍 동남리 117,36.2714589096,126.913690793,2018-10-01,4570000,충청남도 부여군
백제문화제,정림사지 박물관 일원,2018-09-14,2018-09-22,사비 백제 역사를 담은 문화제,충청남도+부여군+공주시,(재)백제문화제추진위원회,한국관광공사,041-830-2211,http://www.baekje.org/html/kr/,,충청남도 부여군 부여읍 정림로 83,,36.2790247302,126.912881085,2018-10-01,4570000,충청남도 부여군
거제 옥포대첩 축제,옥포대첩기념공원/ 옥포동 일원,2019-06-14,2019-06-15,"옥포대첩축제로 명칭 변경, 임진왜란 첫 승전인 옥포대첩을 기념하는 행사로/ 기념식을 비롯하여 문화예술/ 민속/ 이벤트행사 등이 다양하게 진행되며 시민 참여마당 및 볼거리를 제공합니다.",옥포대첩기념제전위원회,옥포대첩기념제전위원회,,055-639-3393,,,,경상남도 거제시 옥포동 7,34.9021956838,128.7140611763,2020-02-13,5370000,경상남도 거제시
거제맹종대나무축제,거제맹종죽테마파크,2019-04-26,2018-04-28,봄의 기운이 더욱 푸르러지는 4월. 하청면의 명소 거제맹종죽 테마파크 죽림포레스티벌로의 초대,거제맹종죽영농조합법인,거제맹종죽영농조합법인,,055-639-6353,,,,경상남도 거제시 하청면 실전리 산84-6,,,2020-02-13,5370000,경상남도 거제시
제11회 연수 능허대 문화축제,문화공원,2020-10-10,2020-10-11,"능허대 소재 각종 공연, 전시 및 체험프로그램",연수구,연수문화재단,,032-749-7302,http://www.neungheodaefestival.or.kr/,,인천광역시 연수구 새말로 120,인천광역시 연수구 연수동 578,37.41807754,126.6824114,2020-04-06,3520000,인천광역시 연수구
제2회 인천 송도크루즈 불꽃축제,골든하버 인천항크루즈터미널,2020-08-22,2020-08-22,멀티미디어 융복합 불꽃공연 및 부대행사,"해양수산부, 연수구, 인천항만공사",연수문화재단,,032-749-7302,,,인천광역시 연수구 국제항만대로 438,인천광역시 연수구 송도동 300-3,37.425126,126.5916752,2020-04-06,3520000,인천광역시 연수구
안동국제탈춤축제,"안동탈춤공원, 하회마을",2020-09-25,2020-10-04,"탈춤공연, 경연, 대동난장 등",안동축제관광재단,안동시청,,054-841-6398,www.maskdance.com,대한민국 명예대표축제,경상북도 안동시 육사로 239(운흥동),,36.5606948,128.7322556,2020-03-25,5070000,경상북도 안동시
안동민속축제,웅부공원,2020-09-25,2020-10-04,"차전놀이, 놋다리밟기, 저전농요 등",안동문화원,안동시청,,054-859-0825,www.adcc.or.kr,,경상북도 안동시 서동문로203(동부동),,36.5662343,128.7342615,2020-03-25,5070000,경상북도 안동시
제13회 봄사랑 가족축제,동탄호수공원,2020-05-16,2020-05-16,"공개방송,체험이벤트",화성시문화재단,화성시,기호일보,031-8015-8246,,,경기도 화성시 동탄순환대로 67,경기도 화성시 송동 111번지,37.1666676365,127.1012733737,2020-01-31,5530000,경기도 화성시
제21회 화성 효 마라톤 대회,화성종합경기타운,2020-05-09,2020-05-09,마라톤 대회,화성시 체육회,화성시,경인일보,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 산31-6번지,37.1375428504,126.9242552922,2020-01-31,5530000,경기도 화성시
제11회 푸른 화성 지키기 환경자전거 대행진,동탄센트럴파크,2020-04-25,2020-04-25,자전거 타기 행사,"화성시,중부일보","화성시,중부일보",,031-5189-2149,,,경기도 화성시 동탄공원로1길 26-23,경기도 화성시 반송동 59번지,37.2037572560,127.0612118929,2020-01-31,5530000,경기도 화성시
동해무릉제,천곡로타리 일원,2020-10-09,2020-10-11,"개막식, 퍼레이드, 공연행사, 체험행사, 동대항 민속경기, 민속예술시연 등",동해문화원,동해시,"동해시, 동해시의회",033-530-2111,http://www.dh.go.kr/tour/sub.htm?nav_code=tou1497764548,,강원도 동해시 중앙로250 (천곡동),강원도 동해시 천곡동 1090-19,37.5230127,129.1143227,2020-02-10,4210000,강원도 동해시
제12회 경남어르신 농악경연대회,거창창포원 야외무대,2020-02-20,2020-02-20,"축하공연, 개막식, 도내 시군문화원 농악경연, 시상식 등",거창문화원,경남문화원연합회,,,,,,경상남도 거창군 남상면 월평리 2286-1,,,2020-02-28,5470000,경상남도 거창군
양록제,종합운동장,2019-10-10,2019-10-12,"읍면대항 민속 및 체육경기, 양록제례, 양구문화예술축제, 농특산물 품평회, 금강산가는 옛길 걷기대회 등",양록제집행위원회,(사)양구군축제위원회,"3군단, 노도부대, 백두산부대 등",033-480-2230,http://www.ygtour.kr/,,,강원도 양구군 양구읍 하리 96-1,38.109607,127.985179,2019-09-10,4320000,강원도 양구군
DMZ마라톤대회,방산면송현리,2019-08-24,2019-08-24,민관군 마라톤대회,전국마라톤협회,양구군,"육군백두산부대, 노도부대",033-480-2230,http://www.ygtour.kr/,,,강원도 양구군 방산면 고방산리 산6,38.246573,127.981857,2019-09-10,4320000,강원도 양구군
배꼽축제,레포츠공원일원,2019-08-02,2019-08-04,"전국배꼽가요제, 배꼽DJ페스타, 맨손물고기잡기, 배꼽물난리WAR, 배꼽댄스포메이션, 양구명품수박 전시·홍보·판매 등",배꼽축제집행위원회,(사)양구군축제위원회,"강원도, 강원도교육청, 양구교육지원청, 2사단 21사단 등 유관기관",033-480-2230,http://ygfestival.kr/,,강원도 양구군 양구읍 박수근로 366-33,강원도 양구군 양구읍 상리 399,38.1063243998,127.981517,2019-09-10,4320000,강원도 양구군
「제34회 대구약령시 한방문화축제」,약령시(약전골목) 일원,2011-05-03,2011-05-07,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2044,,,대구광역시 중구 남성로,대구광역시 중구 동성로3가,35.867194,128.593426,2019-06-20,3410000,대구광역시 중구
2018 공주 석장리 세계구석기축제,석장리박물관,2018-05-04,2018-05-07,"네안데르탈인 특별전시전, 별빛토크쇼, 구석기문화 체험 등",공주석장리구석기축제조직위원회,공주시,,041-840-8112,,,충청남도 공주시 금벽로 990,충청남도 공주시 석장리동 118,36.4479522117,127.1875895033,2019-09-25,4500000,충청남도 공주시
영덕물가자미축제,축산항 일원,2018-05-04,2018-05-06,물가자미 홍보 및 체험 축제,경상북도청/경상북도 영덕군청,경상북도청/경상북도 영덕군청,영덕경찰서 등 유관기관,054-730-6092,www.yd.go.kr,축산항,경상북도 영덕군 축산면 축산리 216-3,경상북도 영덕군 축산면 축산리 216-3,36.509106,129.446771,2019-09-16,5180000,경상북도 영덕군
영덕황금은어축제,오십천 둔치 일원,2018-07-27,2018-07-29,황금은어 홍보 및 체험 축제,경상북도청/경상북도 영덕군청,경상북도청/경상북도 영덕군청,영덕경찰서 등 유관기관,054-730-6586,www.yd.go.kr,오십천,경상북도 영덕군 영덕읍 화개리 644,경상북도 영덕군 영덕읍 화개리 644,36.422248,129.356322,2019-09-16,5180000,경상북도 영덕군
영덕대게축제,경상북도 영덕군 강구항 일원,2018-03-22,2018-03-25,영덕대게 홍보 및 체험축제,영덕대게축제추진위원회,경상북도 영덕군청/영덕대게축제추진위원회,"문화체육관광부, 경상북도",054-730-6393,ydcrabfestival.com,해파랑공원,경상북도 영덕군 강구면 영덕대게로 132,경상북도 영덕군 강구면 강구리 581,36.3608101146,129.392642424,2019-09-16,5180000,경상북도 영덕군
해맞이축제,영덕삼사해상공원,2018-12-31,2019-01-01,경북대종타종식 및 영덕해맞이축제,영덕군관광진흥협의회,경상북도청/경상북도 영덕군청,,054-730-6393,www.yd.go.kr,삼사해상산책로,경상북도 영덕군 강구면 해상공원길 120-11,경상북도 영덕군 강구면 삼사리 8-2,36.3519432105,129.384849569,2019-09-16,5180000,경상북도 영덕군
고흥 우주항공 축제,"나로우주센터, 국립청소년우주센터 일원",2019-05-03,2019-05-05,"발사현장견학, 야외 우주과학체험",고흥축제추진위원회,고흥군,"과학기술정보통신부, 여성가족부, 전라남도",061-830-5305,http://festival.goheung.go.kr,"주변관광지 : 나로도 편백숲, 쑥섬(애도), 나로도항(매운탕, 회)",전라남도 고흥군 봉래면 하반로 490,전라남도 고흥군 봉래면 예내리 480,34.4535794250,127.5181512695,2019-09-25,4880000,전라남도 고흥군
제 9회 수월봉 트레일,수월봉·차귀도·당산봉 일대,2019-04-25,2019-04-28,지질트레일을 즐기며 새로운 지질자원과 풍경을 즐길 수 있는 행사,제주도 세계지질공원 트레일위원회,제주특별자치도,,064-750-2291,,,제주특별자치도 제주시 한경면 고산리 3760,,33.2947595,126.1612544,2019-06-17,6500000,제주특별자치도
제23회 전라병영성 축제,전라병영성 일원,2020-04-29,2020-05-03,2019년 올해의 관광도시 방문 관광객과 군민이 함께 즐기며 대한민국 호국정신 성지로 이어가는 역사교육 도시로의 재탄생 도약 축제,강진군향토축제추진위원회,강진군,전라남도,061-430-3354,http://www.gangjin.go.kr/culture/,,전라남도 강진군 병영면 병영성로 175,전라남도 강진군 병영면 성동리 320-8,34.72004452,126.8171446,2020-03-06,4920000,전라남도 강진군
문화재야행,문화의 거리 일원,2020-07-24,2020-07-26,문화재 야간탐방 및 문화재 관련 체험,순천시,순천시,,,,,전라남도 순천시 중앙로 90-1(남내동),,34.9536946033,127.4841518216,2020-02-20,4820000,전라남도 순천시
2020 순천시민 소망기원 정월대보름행사,오천동 저류지 일대,2020-02-08,2020-02-08,순천시민 소망기원 소원문 달집태우기 및 민속놀이 체험,순천시,순천시,,,,,전라남도 순천시 국가정원1호길 47(오천동),,34.9288858760,127.4999590578,2020-02-20,4820000,전라남도 순천시
제32회 율곡문화제,파주 이이유적,2019-10-12,2019-10-13,"제향, 유가행렬,음악회,불꽃축제, 각종 공연 및 체험행사 등",파주문화원,파주시,"경기도교육청,경기도파주교육지원청",031-940-4352,http://tour.paju.go.kr,,경기도 파주시 법원읍 자운서원로 204,경기도 파주시 법원읍 동문리 산5-1,37.8649742284,126.8696173152,2019-12-02,4060000,경기도 파주시
파주북소리2019,파주출판도시 일원,2019-11-02,2019-11-06,"개막식, 아트북 전시, 책만들기 체험, 기획전시, 독서동아리대상, 강연, 공연, 북토크 등",출판도시문화재단,"파주시,출판도시문화재단",,031-955-0050,http://www.pajubooksori.kr,,경기도 파주시 회동길 145,경기도 파주시 문발동 524-3,37.70848286,126.6867921,2019-12-02,4060000,경기도 파주시
2019 무한청춘 페스티벌,약사천 일대(예정),2019-09-06,2019-09-08,(세부 미정) 청년문화기획 프로그램 등,용역발주 예정,춘천시문화재단,,033-257-5827,www.cccf.or.kr,,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12,37.8726148940,127.7293398981,2019-08-30,4180000,강원도 춘천시
문화의거리 문화한마당,춘천시 애막골 길,2019-08-17,2019-09-07,공연 및 시민체험프로그램,(사)춘천마임축제,"춘천시, 춘천시문화재단",,033-242-0585,http://www.mimefestival.com,,강원도 춘천시 춘천로112 축제극장 몸짓,,37.8734185,127.7278377,2019-08-30,4180000,강원도 춘천시
제3회 제주오라 청보리 & 유채꽃 축제,오라동 청보리밭,2019-04-26,2019-05-31,청보리의 푸르름과 노란 유채꽃을 한눈에 감상할 수 있는 축제,농업회사법인 오라,농업회사법인 오라,,,,,제주특별자치도 제주시 오라동 산76,,33.4391416,126.4899471,2019-06-17,6500000,제주특별자치도
삼다공원 야간콘서트·야몬딱털장,신제주 로터리 삼다공원,2019-04-26,2019-08-23,"“도심 속 잠자는 공원이 깨어난다” Every Friday, Healing day",제주관광공사. KCTV제주방송,제주특별자치도,,,,,제주특별자치도 제주시 은남길 8,,33.4889302,126.4956710,2019-06-17,6500000,제주특별자치도
